birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,edu_other,edu_status,edu_yr,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,id,inc_ability,inc_exp,income,invest_other,join_party,learn,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,minor_child,nationality,neighbor_familiarity,political,property_other,province,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_time,survey_type,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,public_service,trust,invest,insur,leisure,media,property
1986,2,79,4,5,3,4,119,0,4,12,,4.0,2010.0,4,1960,3,1,2,20000.0,1,2,50.0,1,2.0,4,5,183,0,1,3.0,7399,3,40000.0,20000,,,1,1958,3,1,2,1,,,,1,2,1,,27,4,1,1,,,,,,,,,4,5.0,7.0,3,0,2,3,2015/7/24 18:10,1,4,150,1,3.0,3.0,1.0,5.0,510.0,39,1,6,44,10,1
1989,2,36,5,6,4,4,66,0,4,4,,4.0,-2.0,4,1968,3,1,2,25000.0,5,3,400.0,2,4.0,4,4,145,1,2,1.0,7400,-8,60000.0,-2,,,2,1969,3,1,2,3,2011.0,2011.0,1.0,8,5,1,,13,4,1,1,1985.0,4.0,2.0,25000.0,1.0,1.0,6.0,1.0,1,3.0,2.0,4,1,1,2,2015/9/21 18:39,1,5,110,4,,,,,655.0,19,1,7,40,21,1
1995,2,52,5,8,8,8,86,0,4,12,,1.0,2013.0,3,1965,7,4,1,80000.0,5,4,120.0,2,5.0,4,5,163,1,2,1.0,7401,-8,200000.0,0,,,5,1965,7,2,1,1,,,,1,3,2,,18,4,1,1,,,,,,,,,2,1.0,6.0,3,0,1,2,2015/7/19 9:44,1,3,120,6,,,,,650.0,12,2,7,35,18,1
1957,2,2,8,-8,6,2,9,0,3,4,,2.0,1976.0,3,-2,3,1,2,30000.0,5,3,300.0,1,4.0,3,3,163,1,1,2.0,7402,2,-2.0,5000,,,1,-2,1,1,-8,3,1980.0,1980.0,0.0,8,4,1,,2,3,1,1,1959.0,1.0,1.0,0.0,1.0,6.0,,,1,5.0,2.0,4,1,3,3,2015/7/24 10:14,2,3,103,2,,,,,590.0,46,1,0,50,11,1
1935,2,46,3,5,3,2,77,0,3,1,,,,3,1901,1,1,2,50000.0,5,3,100.0,2,4.0,2,2,150,1,1,1.0,7403,3,-2.0,1000,,,2,-2,1,1,2,3,1955.0,1955.0,0.0,1,4,1,,16,3,1,1,1930.0,3.0,1.0,1000.0,1.0,4.0,,,1,3.0,2.0,3,1,3,3,2015/7/26 15:41,1,-8,90,4,,,,,530.0,7,1,6,51,8,1
1957,2,54,6,7,4,4,88,0,4,1,,,,4,-2,1,1,2,23000.0,4,3,100.0,2,4.0,3,3,163,1,1,1.0,7404,-8,20000.0,0,,,1,-2,1,1,2,3,1979.0,1979.0,0.0,1,4,1,,18,3,0,1,1956.0,4.0,1.0,2000.0,1.0,3.0,,,1,6.0,6.0,2,1,1,2,2015/7/13 15:22,2,4,100,4,,,,,650.0,11,1,6,57,8,1
1988,2,65,5,6,5,5,103,0,4,12,,4.0,2011.0,4,1961,10,4,1,70000.0,2,3,100.0,1,4.0,3,3,165,1,6,3.0,7405,2,-2.0,50000,,2014.0,4,1963,10,1,1,1,,,,1,2,4,,22,3,1,1,,,,,,,,,6,5.0,7.0,2,0,1,2,2015/7/2 16:52,1,4,130,5,,,,,770.0,6,1,6,38,13,1
1939,1,36,7,-8,7,4,67,1,5,6,,4.0,-2.0,4,-2,-8,1,9,-2.0,3,3,136.0,1,4.0,4,4,165,5,5,2.0,7406,2,50000.0,-3,,,4,-2,1,1,9,3,1958.0,1958.0,1.0,1,5,1,,13,4,1,1,1941.0,3.0,5.0,24000.0,1.0,5.0,,,1,2.0,2.0,3,2,2,2,2015/9/9 10:48,1,5,126,5,,,,,628.0,16,1,6,41,18,1
1946,2,70,6,-8,6,4,110,2,4,4,,2.0,-1.0,2,-2,1,1,2,28440.0,2,3,80.0,1,4.0,5,4,170,1,4,1.0,7407,-8,-2.0,28440,,1966.0,2,-2,1,1,2,3,1970.0,1970.0,0.0,1,4,4,,24,4,1,1,1949.0,1.0,5.0,0.0,1.0,5.0,,,2,5.0,2.0,4,1,2,2,2015/8/11 17:05,1,3,138,5,,,,,440.0,36,1,6,49,13,1
1967,2,52,1,1,1,1,85,0,4,4,,2.0,-2.0,3,1940,1,1,2,70000.0,7,3,100.0,2,4.0,3,5,158,1,1,1.0,7408,-8,100000.0,0,,,1,1941,1,1,2,3,1988.0,1988.0,0.0,1,5,1,,18,3,1,1,1964.0,3.0,1.0,30000.0,1.0,2.0,,,1,7.0,3.0,4,2,2,2,2015/7/21 10:10,2,4,120,4,,,,,660.0,44,1,6,53,10,1
1979,1,31,5,8,3,2,54,0,3,4,,4.0,1996.0,2,1950,3,1,2,55000.0,4,3,36.0,2,4.0,5,4,156,1,1,3.0,7409,2,100000.0,0,,,2,1951,3,1,2,3,2004.0,2004.0,2.0,1,2,1,,11,4,1,1,1977.0,4.0,1.0,55000.0,1.0,1.0,1.0,1.0,1,5.0,3.0,3,2,1,2,2015/7/17 16:08,2,4,98,5,,,,,750.0,30,1,6,39,18,1
1989,2,55,5,9,4,4,89,0,4,3,,2.0,,4,-2,1,1,2,30000.0,2,2,60.0,1,4.0,5,4,180,1,2,2.0,7410,3,80000.0,10000,,,1,1965,1,1,2,1,,,,1,4,1,,18,3,1,1,,,,,,,,,1,,,1,0,2,2,2015/7/25 12:18,1,4,150,1,4.0,2.0,1.0,2.0,540.0,46,1,7,43,11,1
1983,2,15,5,6,4,4,31,2,3,6,,4.0,2002.0,3,1958,3,1,2,60000.0,4,3,120.0,2,3.0,3,3,155,1,1,1.0,7411,3,50000.0,30000,,,3,1958,3,1,2,3,2006.0,2006.0,2.0,1,3,1,,6,3,1,1,1977.0,6.0,1.0,30000.0,1.0,1.0,2.0,1.0,2,2.0,2.0,3,0,1,2,2015/8/9 14:09,1,4,130,1,4.0,2.0,1.0,10.0,540.0,17,1,6,35,15,1
1979,2,41,6,6,5,4,72,0,4,4,,4.0,1994.0,3,1960,1,1,2,40000.0,2,2,110.0,2,3.0,4,5,163,1,1,1.0,7412,-8,20000.0,0,,,1,1961,1,1,2,3,2001.0,2001.0,1.0,1,3,1,,15,3,1,1,1978.0,4.0,1.0,30000.0,1.0,1.0,5.0,2.0,2,3.0,2.0,3,1,2,2,2015/7/16 19:25,1,4,110,4,,,,,640.0,13,1,6,42,13,1
1948,2,1,2,5,2,5,3,1,2,4,,4.0,1965.0,2,1914,2,1,1,59280.0,2,1,49.0,1,3.0,2,2,185,1,2,1.0,7413,3,40000.0,29280,,,1,1917,2,1,5,3,1980.0,1980.0,0.0,1,3,1,,1,4,1,1,1980.0,4.0,2.0,30000.0,1.0,5.0,,,4,,,1,0,2,3,2015/9/17 14:59,1,4,80,5,,,,,580.0,27,1,5,42,16,2
1960,2,11,3,5,2,2,27,2,4,4,,4.0,-2.0,2,-2,1,4,2,70000.0,2,3,60.0,1,1.0,4,4,170,0,1,2.0,7414,2,100000.0,30000,,,2,-2,1,1,15,3,-2.0,1982.0,0.0,1,2,2,,5,3,1,1,1964.0,1.0,1.0,30000.0,1.0,1.0,-8.0,-8.0,2,3.0,3.0,3,1,1,2,2015/7/28 9:26,1,4,70,5,,,,,520.0,9,1,1,40,19,1
1976,1,19,4,7,3,4,41,0,3,3,,4.0,-2.0,3,1945,4,4,1,60000.0,4,2,120.0,2,4.0,3,3,168,2,4,1.0,7415,3,40000.0,0,,,1,1950,1,1,2,3,1993.0,1993.0,0.0,4,4,1,,8,3,0,8,1972.0,10.0,4.0,60000.0,4.0,1.0,3.0,1.0,1,7.0,7.0,3,2,2,2,2015/8/8 13:43,1,2,110,4,,,,,720.0,4,1,6,50,8,2
1985,2,46,5,6,1,1,77,0,4,3,,4.0,1997.0,3,1964,1,1,9,80000.0,1,3,75.0,1,3.0,5,4,175,4,1,3.0,7416,2,120000.0,60000,,,2,1965,3,1,9,3,2008.0,2008.0,1.0,1,5,1,,16,3,1,1,1986.0,3.0,1.0,20000.0,1.0,1.0,5.0,2.0,2,2.0,2.0,3,1,1,2,2015/7/27 18:43,1,3,120,1,4.0,2.0,1.0,12.0,608.0,41,1,7,42,10,1
1982,1,50,6,7,4,5,83,1,4,4,,4.0,-2.0,4,-2,4,1,1,-2.0,4,3,200.0,2,5.0,5,4,160,1,1,1.0,7417,3,100000.0,0,,,2,-2,4,1,2,3,-2.0,-2.0,2.0,1,5,1,,17,3,1,1,1978.0,3.0,1.0,20000.0,-8.0,5.0,,,1,3.0,3.0,2,1,1,2,2015/7/27 9:55,2,4,100,5,,,,,518.0,-14,1,6,40,19,1
1992,2,18,1,6,1,2,36,0,3,10,,4.0,2015.0,3,1970,3,1,8,10000.0,4,1,50.0,1,1.0,5,5,170,0,4,3.0,7418,3,500000.0,-1,,,2,1970,3,1,15,1,,,,1,1,2,,7,2,1,1,,,,,,,,,1,,,1,0,3,3,2015/8/9 14:37,1,3,110,1,3.0,3.0,1.0,1.0,430.0,37,1,8,49,14,1
1995,2,17,6,10,2,5,33,0,3,6,,2.0,2011.0,2,1972,7,4,4,700000.0,4,3,300.0,1,4.0,3,4,160,1,1,1.0,7419,2,72000.0,30000,,2013.0,3,1973,3,1,2,1,,,,1,3,4,,6,3,1,1,,,,,,,,,2,3.0,2.0,4,0,1,2,2015/8/4 9:30,2,4,92,1,3.0,3.0,1.0,2.0,640.0,37,1,7,34,20,1
1978,2,71,5,6,4,4,111,1,4,9,,4.0,2011.0,2,1955,3,1,5,9048000.0,3,4,150.0,2,4.0,5,5,160,1,4,1.0,7420,-8,100000.0,0,字画、茶壶,,4,1955,1,1,2,3,2005.0,2005.0,1.0,1,4,1,,24,4,1,1,1978.0,9.0,5.0,48000.0,4.0,1.0,8.0,2.0,3,2.0,2.0,4,0,1,2,2015/8/10 13:23,1,3,110,1,-8.0,-8.0,-8.0,-1.0,510.0,12,0,7,30,16,1
1985,2,27,5,5,5,5,50,1,5,3,,2.0,,1,1954,4,4,2,20000.0,6,3,180.0,1,5.0,3,4,170,1,4,1.0,7421,2,10000.0,10000,,,2,1956,3,1,2,3,2007.0,2007.0,2.0,1,3,1,,10,4,1,1,1985.0,3.0,4.0,0.0,1.0,6.0,,,6,2.0,2.0,3,1,2,2,2015/7/25 20:08,1,4,130,1,3.0,5.0,1.0,4.0,250.0,46,1,8,44,11,1
1949,2,18,5,5,5,4,38,1,4,4,,4.0,1966.0,4,1921,4,1,1,52000.0,2,3,51.0,2,4.0,2,3,160,1,2,1.0,7422,2,30000.0,24000,,,2,1926,2,1,12,3,1974.0,1974.0,0.0,1,4,1,,7,4,1,1,1946.0,6.0,2.0,28000.0,1.0,5.0,,,1,,,1,0,1,2,2015/8/7 15:21,1,4,120,5,,,,,650.0,-15,1,6,46,13,1
1949,2,6,1,1,1,1,13,1,4,4,,2.0,1963.0,1,1918,1,1,2,5000.0,2,2,180.0,1,4.0,2,1,170,1,1,2.0,7423,2,80000.0,35000,,,1,1916,1,1,2,3,1974.0,1974.0,0.0,1,4,1,,3,4,1,1,1955.0,1.0,1.0,2000.0,1.0,4.0,,,1,7.0,2.0,4,1,2,3,2015/9/25 11:20,2,2,120,3,,,,,326.0,16,1,6,52,9,2
1974,2,74,2,4,1,1,114,3,4,3,,3.0,,1,1933,1,1,2,-1.0,7,3,70.0,1,3.0,4,5,170,1,1,1.0,7424,3,-2.0,20000,,,1,1942,1,1,2,3,1994.0,1994.0,2.0,1,5,1,,26,3,1,1,1972.0,3.0,1.0,-2.0,1.0,3.0,,,3,5.0,1.0,5,1,2,2,2015/8/6 14:53,2,3,105,3,,,,,440.0,32,1,7,50,12,1
1944,2,64,4,-8,3,3,100,0,3,1,,,,5,-2,1,1,2,55000.0,3,2,86.0,1,3.0,2,2,147,1,4,1.0,7425,2,15000.0,5160,,,1,-2,1,1,2,7,-2.0,,0.0,1,4,1,,21,3,1,1,,,,,,,,,1,3.0,1.0,4,1,2,3,2015/7/15 9:39,1,4,145,4,,,,,700.0,-9,1,8,45,8,1
1987,2,26,5,5,6,5,48,1,5,6,,4.0,1997.0,3,1962,4,1,5,50000.0,5,3,150.0,1,4.0,5,5,175,1,1,1.0,7426,2,50000.0,20000,,,2,1964,4,1,2,3,2010.0,2010.0,1.0,1,4,1,,10,2,1,1,1987.0,4.0,1.0,10000.0,1.0,3.0,,,1,2.0,2.0,3,0,2,2,2015/7/26 22:06,2,4,160,1,4.0,5.0,2.0,6.0,550.0,28,1,7,51,15,1
1944,2,4,5,6,5,5,11,1,5,3,,4.0,1964.0,3,-2,1,1,5,40000.0,1,3,100.0,2,4.0,2,2,155,5,4,1.0,7427,3,-2.0,2000,,,2,-2,1,1,2,7,1964.0,,0.0,1,3,1,,2,4,0,4,,,,,,,,,2,3.0,3.0,3,3,2,2,2015/8/1 10:46,1,4,132,5,,,,,630.0,40,1,6,43,12,1
1990,1,36,5,8,1,5,67,0,5,12,,4.0,2014.0,4,1965,12,1,1,100000.0,4,4,140.0,1,4.0,5,5,168,2,2,1.0,7428,2,60000.0,-1,,,2,1966,12,4,1,1,,,,1,3,1,,13,2,1,1,,,,,,,,,2,3.0,3.0,3,0,1,2,2015/9/11 19:07,1,5,110,1,2.0,3.0,1.0,1.0,610.0,35,1,4,39,16,1
1955,2,13,4,5,3,3,29,0,4,1,,,,4,1935,1,1,2,14400.0,1,2,60.0,2,4.0,5,4,160,-2,1,1.0,7429,2,30000.0,14400,,,1,1935,1,1,2,7,1980.0,,0.0,1,4,1,,6,2,1,1,,,,,,,,,1,5.0,1.0,2,2,2,2,2015/8/11 19:06,1,4,100,4,,,,,720.0,40,1,6,51,11,1
1936,2,31,4,5,2,1,54,1,4,2,,,,2,-2,-8,1,2,25000.0,2,2,185.0,2,3.0,4,3,160,1,1,1.0,7430,-8,70000.0,20000,,,2,-2,-8,1,2,3,1961.0,1961.0,0.0,1,4,1,,11,2,1,4,1935.0,2.0,2.0,20000.0,4.0,5.0,,,2,2.0,3.0,3,2,3,2,2015/7/22 9:37,2,2,100,3,,,,,565.0,32,1,6,39,14,1
1970,2,51,5,7,4,4,84,1,4,3,,4.0,1982.0,4,1946,3,1,2,35000.0,2,3,120.0,2,4.0,4,4,157,1,1,1.0,7431,2,3000.0,12000,,,1,1948,1,1,2,3,1990.0,1990.0,0.0,1,4,1,,18,4,1,1,1968.0,4.0,1.0,17000.0,1.0,3.0,,,2,3.0,3.0,2,1,1,2,2015/7/28 9:08,2,4,140,3,,,,,679.0,-14,1,6,45,10,1
1940,2,31,7,8,7,5,54,2,4,10,,4.0,1963.0,4,1917,1,1,2,50000.0,4,3,90.0,1,4.0,3,5,170,1,1,1.0,7432,2,40000.0,36000,,,2,1915,1,1,2,7,1964.0,,0.0,1,2,1,,11,4,1,1,,,,,,,,,1,,,1,2,3,1,2015/7/20 17:20,1,3,110,5,,,,,610.0,-20,1,6,44,12,1
1941,2,35,4,5,3,2,65,1,2,1,,,,4,-2,-8,1,2,21140.0,4,2,250.0,2,4.0,2,2,158,1,1,1.0,7433,-8,30000.0,0,,,1,-2,-8,1,2,3,1963.0,1963.0,0.0,6,5,1,,13,4,1,1,1939.0,1.0,1.0,0.0,1.0,4.0,,,1,2.0,2.0,2,2,3,2,2015/9/21 17:39,2,4,130,4,,,,,623.0,-12,1,7,51,13,1
1955,1,77,5,5,5,7,117,1,5,11,,4.0,2003.0,3,1930,1,1,1,50000.0,2,3,100.0,2,4.0,5,5,160,1,2,2.0,7434,2,50000.0,25000,,1984.0,4,1934,3,4,1,3,1982.0,1982.0,0.0,1,5,4,,27,4,1,1,1955.0,11.0,2.0,25000.0,4.0,1.0,3.0,1.0,6,5.0,6.0,2,0,2,2,2015/7/20 13:08,1,4,110,1,3.0,3.0,2.0,40.0,530.0,3,1,6,36,20,1
1950,2,1,-8,-8,-8,-8,5,0,4,6,,4.0,-3.0,3,-2,-8,-8,-8,30000.0,1,2,40.0,2,3.0,3,4,155,1,2,1.0,7435,2,50000.0,30000,,,2,1912,-8,1,-8,1,,,,1,4,1,,1,4,1,1,,,,,,,,,2,2.0,1.0,4,0,2,2,2015/9/7 9:03,1,3,100,5,,,,,560.0,51,1,6,32,16,1
1992,1,26,6,8,6,6,48,0,4,12,,4.0,2015.0,4,1966,6,1,9,80000.0,3,3,110.0,1,4.0,4,4,175,1,2,3.0,7436,2,80000.0,0,,,4,1968,6,1,9,1,,,,1,2,2,,10,4,1,1,,,,,,,,,6,3.0,4.0,2,0,2,2,2015/7/31 11:31,1,4,130,6,,,,,655.0,30,1,7,36,17,1
1992,1,82,6,8,4,6,125,0,3,11,,4.0,2013.0,3,-3,9,1,10,-3.0,1,4,75.0,1,1.0,4,-8,167,2,2,2.0,7437,3,150000.0,70000,,-3.0,2,-3,4,1,6,1,,,,1,2,4,,29,2,1,1,,,,,,,,,3,,,1,0,2,1,2015/7/20 9:53,1,3,110,1,3.0,6.0,1.0,2.0,710.0,54,1,7,40,22,1
1956,2,64,1,1,1,5,102,0,2,4,,4.0,1971.0,2,-2,2,1,16,60000.0,2,2,15.0,2,3.0,3,5,156,1,4,1.0,7438,2,24000.0,10800,,,1,1924,2,1,13,7,1979.0,,0.0,1,5,1,,21,5,0,6,,,,,,,,,1,6.0,1.0,5,2,1,3,2015/7/16 19:25,1,5,118,5,,,,,350.0,42,1,6,49,10,1
1953,2,43,4,4,3,2,74,1,4,1,,,,4,-2,1,1,2,15000.0,2,2,200.0,1,4.0,4,4,171,1,1,1.0,7439,2,5000.0,10000,,,2,1931,1,1,2,3,1976.0,1976.0,0.0,1,4,1,,15,2,1,1,1953.0,3.0,1.0,0.0,1.0,5.0,,,1,6.0,4.0,2,2,2,2,2015/7/15 14:37,2,3,130,3,,,,,720.0,10,1,7,51,11,1
1943,2,65,4,5,3,2,104,0,5,3,,3.0,,4,1916,3,1,2,60000.0,2,3,100.0,1,4.0,4,5,147,2,1,1.0,7440,2,50000.0,0,,,1,1914,1,1,2,3,1967.0,1967.0,0.0,1,5,1,,22,4,1,1,1948.0,3.0,1.0,0.0,1.0,4.0,,,3,2.0,2.0,3,2,1,2,2015/7/10 8:43,2,5,120,4,,,,,810.0,0,1,6,44,15,1
1971,2,5,4,6,3,3,12,1,4,3,,2.0,,4,-2,1,1,2,15000.0,4,2,80.0,2,4.0,3,3,160,1,1,1.0,7441,3,-2.0,5000,,,1,-2,1,1,2,3,1989.0,1989.0,0.0,8,5,1,,2,2,0,4,1967.0,3.0,1.0,10000.0,1.0,3.0,,,1,2.0,2.0,4,1,1,3,2015/8/9 9:52,2,4,140,3,,,,,690.0,11,1,6,49,10,1
1980,1,76,5,7,3,1,116,0,4,4,,4.0,1995.0,4,1950,3,1,3,100000.0,3,3,80.0,2,4.0,3,4,155,1,2,1.0,7442,2,70000.0,30000,,,2,-2,1,1,2,3,1996.0,1996.0,0.0,1,4,1,,26,2,1,1,1975.0,6.0,2.0,700000.0,1.0,1.0,3.0,1.0,2,3.0,3.0,2,1,1,2,2015/9/29 0:36,1,3,90,1,4.0,2.0,1.0,10.0,686.0,42,1,7,39,16,2
1985,2,24,6,7,4,3,46,0,4,10,,4.0,2007.0,4,1960,-8,1,2,50000.0,3,3,200.0,1,4.0,4,4,170,1,1,1.0,7443,2,100000.0,50000,,,3,1960,-8,1,2,3,2010.0,2010.0,1.0,1,4,1,,10,3,1,1,1986.0,7.0,1.0,0.0,1.0,3.0,,,1,5.0,3.0,3,1,1,2,2015/7/25 21:02,2,4,120,3,,,,,690.0,52,1,6,45,15,1
1993,2,72,3,3,3,3,112,0,4,7,,4.0,2013.0,2,1965,3,1,5,150000.0,2,3,100.0,2,4.0,4,4,155,1,2,1.0,7444,2,150000.0,120000,,,4,1970,3,1,9,1,,,,1,3,1,,24,4,1,1,,,,,,,,,1,2.0,2.0,4,0,2,2,2015/8/1 19:13,1,4,100,1,4.0,2.0,1.0,2.0,670.0,41,1,7,34,18,1
1985,1,36,7,8,8,8,67,0,5,12,,4.0,2008.0,2,1958,3,1,9,100000.0,5,4,120.0,2,4.0,5,5,158,1,5,1.0,7445,3,60000.0,40000,,,3,1962,6,1,9,3,2010.0,2010.0,1.0,1,3,1,,13,3,1,1,1982.0,11.0,5.0,60000.0,1.0,1.0,3.0,1.0,2,3.0,3.0,3,1,2,2,2015/9/8 11:53,1,4,100,1,3.0,3.0,1.0,6.0,498.0,31,1,6,35,16,1
1961,2,44,5,6,4,3,75,0,5,3,,2.0,,4,1943,1,1,2,100000.0,3,2,600.0,1,4.0,4,3,170,1,1,1.0,7446,3,-2.0,0,,,2,1945,1,1,2,3,1985.0,1985.0,0.0,1,4,1,,16,4,1,1,1967.0,4.0,1.0,0.0,1.0,6.0,,,1,6.0,6.0,2,2,2,2,2015/7/26 10:58,1,4,152,5,,,,,660.0,36,1,7,49,12,1
1952,2,27,6,6,5,4,49,0,4,10,,4.0,1976.0,4,1932,3,1,16,100000.0,2,4,70.0,2,4.0,3,4,160,2,2,1.0,7447,2,60000.0,50000,,1976.0,2,1930,1,1,1,3,1978.0,1978.0,0.0,1,3,4,,10,4,1,1,1949.0,10.0,2.0,50000.0,4.0,5.0,,,1,4.0,3.0,3,1,2,2,2015/7/27 17:59,1,4,130,5,,,,,660.0,15,1,6,41,17,1
1969,2,33,5,8,2,1,62,3,4,3,,2.0,,2,-2,-8,1,2,-2.0,7,3,144.0,2,4.0,3,3,160,1,1,1.0,7448,-8,-2.0,84000,,,1,-2,-8,1,2,3,1990.0,1990.0,0.0,1,5,1,,12,4,0,6,1964.0,3.0,1.0,-2.0,1.0,1.0,3.0,1.0,1,,,1,2,1,2,2015/8/1 15:19,1,2,110,5,,,,,-18.0,-42,1,6,50,8,1
1943,2,16,3,2,2,2,32,1,4,5,,4.0,1960.0,4,1920,1,1,2,25000.0,2,3,110.0,2,4.0,3,3,155,1,5,1.0,7449,2,500.0,20000,,1971.0,2,1920,1,1,2,3,1965.0,1965.0,0.0,1,4,4,,6,2,1,1,1941.0,4.0,5.0,20000.0,1.0,5.0,,,1,3.0,3.0,3,1,2,2,2015/8/11 10:41,1,4,110,5,,,,,579.0,46,1,6,38,13,1
1958,2,87,4,6,2,6,132,0,5,4,,4.0,1976.0,3,-2,-8,1,1,21600.0,2,1,28.0,2,5.0,1,5,159,1,2,1.0,7450,2,50000.0,21600,,,1,-2,1,1,1,3,1984.0,1984.0,0.0,1,3,1,,31,4,1,1,1957.0,4.0,2.0,0.0,1.0,5.0,,,1,7.0,7.0,3,1,3,3,2015/8/21 14:31,1,4,160,5,,,,,570.0,4,1,6,43,11,1
1982,1,31,2,3,1,1,54,1,4,4,,4.0,1999.0,4,1945,3,1,2,20000.0,5,2,100.0,1,4.0,3,5,168,1,2,2.0,7451,3,100000.0,20000,,,1,1948,1,1,2,3,2006.0,2006.0,2.0,1,3,1,,11,4,1,1,1982.0,3.0,1.0,0.0,1.0,6.0,,,1,5.0,2.0,3,1,2,3,2015/7/22 12:15,2,3,120,1,3.0,3.0,1.0,12.0,600.0,32,1,6,49,9,1
1952,2,7,5,-8,5,5,21,1,5,4,,4.0,1968.0,4,1927,2,1,1,79200.0,3,2,35.0,2,5.0,3,3,169,1,2,1.0,7452,2,50000.0,22800,,,2,1927,7,1,1,3,1978.0,1978.0,0.0,1,3,1,,4,3,1,1,1943.0,7.0,2.0,56400.0,4.0,5.0,,,1,7.0,6.0,2,0,1,3,2015/9/21 16:39,1,4,139,5,,,,,680.0,37,1,6,43,12,1
1948,2,33,-8,-8,-8,-8,62,2,4,4,,2.0,1964.0,-8,-2,1,1,2,-2.0,11,2,108.0,2,4.0,4,4,158,1,1,1.0,7453,-8,-2.0,-1,,1994.0,1,-2,1,1,2,3,-2.0,-2.0,0.0,1,4,4,,12,4,0,4,1945.0,3.0,1.0,-1.0,1.0,6.0,,,1,1.0,1.0,2,2,2,3,2015/8/8 10:33,1,-8,98,5,,,,,-18.0,-31,1,6,51,9,1
1997,2,83,4,5,2,3,126,0,5,6,,4.0,2015.0,2,1968,4,1,5,15000.0,3,3,100.0,2,4.0,5,5,167,1,1,1.0,7454,3,50000.0,0,,,5,1969,3,1,2,1,,,,1,4,2,,29,5,1,1,,,,,,,,,1,2.0,2.0,5,0,1,3,2015/7/22 19:29,2,5,120,1,3.0,8.0,2.0,1.0,710.0,9,1,5,35,14,1
1948,2,32,4,5,5,3,58,1,4,3,,4.0,1961.0,2,-2,-8,1,10,60000.0,2,2,31.0,1,3.0,3,5,168,1,5,1.0,7455,3,5000.0,35000,,,2,-2,1,1,10,3,1981.0,1981.0,0.0,1,2,1,,12,4,0,3,1951.0,3.0,5.0,25000.0,1.0,5.0,,,2,3.0,3.0,3,0,2,-8,2015/8/28 15:21,1,4,120,5,,,,,695.0,-30,1,6,49,12,1
1962,2,39,5,6,4,4,70,1,5,6,,4.0,1979.0,4,1935,3,1,2,60000.0,4,3,144.0,1,4.0,5,5,173,1,1,1.0,7456,2,36000.0,22000,,,2,-2,1,1,2,6,1982.0,,0.0,1,4,1,,15,2,1,1,,,,,,,,,2,5.0,5.0,2,2,1,2,2015/7/12 11:48,1,3,143,1,3.0,3.0,1.0,5.0,664.0,26,1,6,54,9,1
1937,2,3,5,7,3,1,10,2,3,1,,,,5,-2,1,1,2,-2.0,2,3,300.0,2,5.0,2,2,150,1,1,1.0,7457,-8,-2.0,-1,,,1,-2,1,1,2,3,1955.0,1955.0,0.0,1,4,1,,2,4,0,6,1928.0,1.0,1.0,-1.0,1.0,5.0,,,2,-8.0,1.0,4,5,2,2,2015/7/24 15:06,2,3,76,4,,,,,798.0,-12,1,6,40,9,1
1985,2,7,1,3,1,5,22,0,4,4,,4.0,1999.0,4,-2,4,1,9,60000.0,1,2,13.0,1,2.0,4,5,168,0,1,3.0,7458,2,120000.0,60000,,,4,-2,3,1,9,1,,,,1,3,1,,4,4,1,1,,,,,,,,,6,3.0,4.0,3,0,2,3,2015/8/31 9:56,2,3,116,1,3.0,3.0,1.0,16.0,695.0,29,1,6,43,18,1
1983,2,27,5,7,7,5,50,1,4,7,,4.0,-2.0,4,-2,3,1,2,50000.0,2,3,60.0,1,4.0,5,5,170,1,1,2.0,7459,3,100000.0,40000,,,2,-2,4,1,2,3,-2.0,-2.0,2.0,1,5,1,,10,4,1,1,1979.0,7.0,1.0,30000.0,1.0,1.0,2.0,1.0,1,6.0,6.0,2,1,2,2,2015/7/28 15:30,1,5,130,1,4.0,2.0,1.0,5.0,560.0,15,1,6,38,8,1
1952,2,81,5,5,5,5,121,2,4,1,,,,2,-2,-8,-8,16,40000.0,2,2,100.0,1,4.0,2,2,162,1,1,1.0,7460,3,10.0,3000,,,1,-2,-8,-8,16,3,1971.0,1971.0,0.0,1,5,1,,28,3,1,1,1953.0,1.0,1.0,1200.0,1.0,4.0,,,2,2.0,2.0,4,1,2,3,2015/7/29 11:33,2,3,130,2,,,,,410.0,42,1,7,50,7,1
1952,2,80,5,5,4,4,120,0,4,4,,4.0,1969.0,3,1925,3,1,1,40000.0,2,3,90.0,2,5.0,5,4,160,1,2,2.0,7461,2,30000.0,20000,,,2,1927,3,1,15,3,1969.0,1969.0,0.0,1,4,1,,27,4,1,1,1951.0,4.0,2.0,20000.0,1.0,5.0,,,1,5.0,5.0,3,1,2,2,2015/7/29 11:59,1,4,110,5,,,,,670.0,41,1,6,54,11,1
